Estimates suggest 8000 migrants may be currently at sea in the region .	suggest	1	Pres	0,2,4,12,14,18
It varie$ company to company .	varie$	1	Pres	0,10,-18,-14,-13
At the age of one , Harry had somehow survived a curse from the greatest dark sorcerer of all time , Lord Voldemort , whose name most witches and wizards still feared to speak .	feared	31	Past	0,1,8,9,10,11,12,-19,14,16,-1,-3,-2
The word ' ivory ' rang in the air , was whispered , was sighed .	whispered	11	Past	0,5,10,13,15,-16,18,-8,-3,-2
Installing the Office Web Components	Installing	0	Pres	0,4,6,10,-2
Well Done !	Done	1	Past	0,11,12,15,19,-11,-8,-7,-6,-2
He increasingly tuned his metaphors and images to the needs of the drama itself .	tuned	2	Past	8,0
Thomas Rymer , for example , condemned Shakespeare for mixing the comic with the tragic .	condemned	6	Past	0,5,11,13,14,-10
I did n't understand what she 'd said except that they were visiting .	visiting	12	Pres	0,3,4,5,10,11,-20,-17,-11,-9,-7,-1
Climate : Humans fuss , animals adjust	adjust	6	Pres	0,1,2,6,9,11,-20,13,-19,16,17,-15,19,-13,-10,-8,-5,-2
Yes , but this time it is his carotid artery - the one that transports blood to the brain .	transports	14	Pres	0,2,5,8,17,19,-13,-7,-6,-4
"Note that the No "" Out "" version requires us to pay the premium on Tuesday !"	requires	8	Pres	0,6,10,-20,-16,17,16,-13,-14,-10,-7
"The chicken should be "" hypnotized "" and cease to struggle ."	hypnotized	5	Past	0,1,3,4,11,-17,-16,17,-14,19,16,-10,-5
Access 2002 provides a PivotTable view for datasheets and forms .	provides	2	Pres	0,5,10,11,13,-18,-16,-15
Harry also had a good comment --- do n't specify the amount of rate increase in our comments ; rather note that the rate increase needs to be well - reasoned and based on facts and evidence .	reasoned	30	Past	0,3,4,5,6,-18,15,-13,-12,-10,-7
I enjoy going there although i 've only been there once , i will be returning toda to recieve a pair of french tips and i will only go to the best and to me the best is here .	enjoy	1	Pres	0,2,6,15,-11,-4,-3
Your name will move up the list geometrically so that when your name reaches the # 1 position you will be receiving thousands of dollars in CASH !!!	reaches	13	Pres	0,1,6,11,-20,-18,-17,16,-16,18,-13,-9,-7,-6,-4,-2
However , what they hoped to do during the Tet Offensive was to sneak past the Americans and attack the ARVN in the urban areas where they were deployed doing successful Clear and Defend operations .	deployed	28	Past	0,9,18,19,-13,-8,-7,-5,-2
Several candidates were assassinated and targeted these last two weeks , others have been forced under threats to withdraw and to follow the example of the Islamic party .	assassinated	3	Past	0,5,7,8,9,10,15,17,-12,-10,-9,-6,-5
Well , T.V. is a series of flickering pictures that are streamed together to make a moving picture .	streamed	11	Past	0,10,-19,13,-17,-16,17,15,18,-13,-11,-1,-4,-2
Funny how some things are squirelled away by well - meaning prosecutors ...	squirelled	5	Past	0,1,2,3,5,7,9,-20,-18,15,-17,-16,-13,-7,-1
"There still is a very hot pursuit of the "" Atta - level "" Floridian , Adnan El Shukrijumah , who Siddiqui is thought to have known and been assisting ."	assisting	29	Pres	0,3,6,-20,-15,19,-13,-8,-2
We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year .	introduced	2	Past	0,5,9,10,-20,14,19,-12,-8,-6,-5,-4
Attached please find the latest enovate risk policy .	Attached	0	Past	0,1,2,4,11,12,13,-18,14,-16,17,-13,-9,-7,-6,-5,-1
they do that whole thing where you sandwich the pepperoni between layers of cheese for + 32 delicious .	sandwich	7	Pres	0,2,9,-20,17,19,-2,-10,-5,-1
Not with me , said Mr Malfoy , his long nostrils flaring .	flaring	11	Pres	0,1,8,9,10,12,-18,-14,-11,-8,-6
Locked in the cupboard under the stairs , and I ca n't get out of this room –	Locked	0	Past	0,16,8,7
This enables you to seal the containers quickly after filling .	enables	1	Pres	0,2,11,-19,14,16,-15,-14,19,18
To his right , ensconced behind the cash register , was the boss , a small balding man with curly hair and a concentration camp number tattoed on his forearm ,	ensconced	4	Past	-16,0,-3,6
He is delighted to be here , and he is suffering the one activates the other .	suffering	10	Pres	0,3,8,10,11,-19,-18,13,-15,-14,-11,-10,-6,-4
To truly make a glowstick without breaking an already-made glowstick and shoving its contents into a tube ( also known as cheating ) , you 've gotta let your inner scientist out ( along with a few dollars ) .	gotta	26	Past	0,2,5,15,16,-17,-16,-10,-5,-4,-2
On a recent event quote that I had done , they came in thousands of dollars over their local competition .	done	8	Past	0,1,10,-19,14,15,16,-16,-9,-8,-7
The procedures for the exercise of these implementing powers conferred on the Commission were laid down afresh in the Council Decision of June 1999 .	implementing	7	Pres	0,4,5,6,11,-20,12,-17,-15,18,-13,-14,-8,-7
Give yourself the gift of trying this place , to see if it fits you ...	fits	13	Pres	0,5,10,11,12,14,15,18,-12,-1,-9,-6,-4,-2
We live in the flicker – may it last as long as the old earth keeps rolling !	rolling	16	Pres	0,3,5,10,11,12,-20,-17,-16,-13,-10,-6,-5
Their removal should also provide increased motivation for Pakistan to help the return of moderate Taliban .	increased	5	Past	0,13,-17,19,-9,-8,-6,-3
The flowers were all that I hoped they would be , I have attended several funerals of late unfortunately and the flowers I recieved from Ana outshone them all .	outshone	26	Past	0,1,2,5,10,11,-19,15,-15,19,-10,-5,-4,-2
The ship offers variety of eatables , deliciously made .	offers	2	Pres	0,-17
However , when he printed out the service quote , I could see that it was NOT the correct tire , and was not even an appropriate tire for my car model .	printed	4	Past	0,1,2,3,4,6,12,13,-19,-18,-20,17,18,-9
Andrei Sinyavsky , in his prison journal , concentrates on art .	concentrates	8	Pres	0,2,6,-20,12,-17,-11
< Embedded Picture ( Device Independent Bitmap ) >	Embedded	1	Past	0,7,13,-14,19
People goggled through the bars at him as he lay , starving and weak , on a bed of straw .	starving	11	Pres	0,2,8,9,10,13,-18,15,-16,17,14,19,-12,-10,-9,-3
I am very pleased with the tattoos that I revived from them .	revived	9	Past	0,4,5,7,9,10,-20,13,-18,15,16,-15,17,19,-11,-9,-6,-3
I 'm looking to visit India with some mates at the beginning of February next year and I am wandering what standard of accommodation we could get for Rs 500 per person per night .	wandering	19	Pres	0,1,15,-17,-15,19,-10,-8,-2
This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .	pressed	21	Past	0,1,2,7,8,-19,-18,-16,-13,-4
"Finally , the "" Hatfill theory "" seems to have been exhausted or at least lost public favor ."	exhausted	11	Past	0,-6
Dudley stumbled backwards at once , a look of panic on his fat face .	stumbled	1	Past	0,4,10,-17,-15,17,-1,-2
Each time You distribute or publicly digitally perform a Derivative Work , Licensor offers to the recipient a license to the original Work on the same terms and conditions as the license granted to You under this License .	perform	7	Pres	0,3,5,9,10,-18,15,-16,-15,19,-10,-7,-3
"Expressions such as "" with bated breath "" ( Merchant of Venice ) and "" a foregone conclusion "" ( Othello ) have found their way into everyday English speech ."	foregone	16	Past	0,12
This , in turn , has discouraged international investment in Israel and has made it less likely that immigrants to the country will actually remain there .	discouraged	6	Past	0,-2
Customizing the layout of a PivotChart view	Customizing	0	Pres	0,1,7,-18,15,-11,-8,-5,-1
In this particular case since the counterparty is still not allowed to transact on EnronOnline almost a month after sending in their application they are understandably upset and are now complaining .	complaining	30	Pres	0,2,6,-20,-19,-18,14,-17,17,-15,19,-14,-10,-4,-1
The IPN report examines commercial fish species , but it neglects important non-commercial animals , such as seals and polar bears .	examines	3	Pres	0,2,4,6,10,12,13,-17,17,-14,-13,-12,18,-15,-7,-2
< Embedded Picture ( Device Independent Bitmap ) >	Embedded	1	Past	0,-13
I formatted the file so that it would print on one legal size sheet .	formatted	1	Past	0,5,12,-18,-17,15
The Banks that Ate the Economy .	Ate	3	Past	0,3,5,6,9,-19,16,-16,18,-7
Pan-democracy camp councillor Wu Chi-wai of the Democratic Party was elected .	elected	10	Past	0,-3
Photographs from a seized computer disc included the controls and the locks on the door between the passengers and pilot .	seized	3	Past	0,1,4,10,12,-19,-18,15,16,-16,-12,-4
$ 6.1 m - Amount the EPA historically valued each human life when conducting economic analyses of proposed regulations .	proposed	17	Past	0,2,7,10,15,16,-14,-13,-12,-11,-10,-9
One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam , who had visited the European Parliament just a few months ago .	assassinated	4	Past	0,-17,15,-15,-13,-10,-2,-1
Opened in 2005 , Kopinga is the official meeting place of Te Imi Moriori .	Opened	0	Past	0,3,8,-20,-18,14,17,18,19,-12,-11,-10,-4
He estimated that there should be around 45 particles , but this number is very uncertain — I would n't be surprised if it is quite different from that .	estimated	1	Past	0,9,11,13,-7,-4
Ukraine , with its high - quality human capital and diversified economy , is a potentially attractive investment destination .	diversified	10	Past	0,5,12,-20,17,-13,-10,-9,-7,-3
He takes it apart , puts spells on it and puts it back together again .	puts	10	Pres	0,4,9,-20,13,-18,-16,-15,-14,19,-11,-1,-7,-2
He exchanged dark looks with his wife , Petunia .	exchanged	1	Past	0,5,6,8,12,-18,-16,-15,17,19,-11,-9,-6,-5,-1
GCP procedure is to create Counterparty names that reflect either the Tradename / Division name or Parent Name -- not reflect both simultaneously .	reflect	20	Pres	0,12,-15,-12,-6
The events of the last few years have amplified four issues , which have always existed , but have never been as rampant as in the present upheaval in the region .	existed	15	Past	0,2,3,6,-20,14,15,18,-12,-11,-9,-8,-7,-5,-4,-3,-1
Black rags were wound round their loins , and the short ends behind wagged to and fro like tails .	wagged	13	Past	0,8,9,-12,-7,-3
As of today , we have not received payment in full as requested in Richard Sanders ' letter dated November 16 , 2000 .	dated	18	Past	0,-6,6
She still has some sort of scholarship but I am not for sure how much it pays .	pays	16	Pres	0,1,2,9,-15,-14,-13,-11,-9,-7
When you copy an exterior line , the new line is located halfway between the line you copied and the nearest line parallel to the line you copied .	copied	17	Past	0,6
Th-thank you , said Harry , edging along the wall and sinking into his desk chair , next to Hedwig , who was asleep in her large cage .	edging	6	Pres	0,-17,15,-13,-6
Afterwards , each ant was dipped in the solution for a couple of seconds , dried on a cloth and put in the nest .	dried	15	Past	0,7,9,10,-20,-19,14,12,16,17,-13,-12,-11,-6,-3,-1
"On the one hand , it should pressure Musharraf to take off his uniform and run for president in a fair election , and to repeal the contentious "" Legal Framework Order "" that essentially perpetuates his dictatorship ."	perpetuates	35	Pres	0,-3
I told Paul that you called him yesterday so abruptly because you did n't want to waste his time while you got tests done for arthritis .	done	23	Past	0,9,-20,-18,-16,19,-13,-6
This meant that he was constantly in danger of quickening his pace and crashing into Stillman from behind .	crashing	13	Pres	0,6,9,11,-20,-19,14,-18,-14,19,-7,-5,-4,-1
ANYWAY WE DRIVE AROUND IN MY VAN AND SOLVE MYSTERYS AND SHIT	SOLVE	8	Pres	0,-18,17,-13,-10,-5,-2
Made an appointment to have them come to the house to discuss curtain options and give an estimate .	Made	0	Past	0,5,8,-20,-19,14,-13,-12,-11,-8,-5
When I called the manager to complain , she said she KNEW the guy did n't know about curtains and that the usual lady called in sick hours earlier !	KNEW	11	Past	0,3,8,-19,-18,18
As a result , Tulsa breaks the Oklahoma stereotype of being nothing but a flat , arid dust bowl .	breaks	5	Pres	0,3,10,14,-17,-16,-8,-4
It is the marrying off of young girls to older men often close relatives that enfurates me .	enfurates	15	Pres	0,8,10,13,-18,-14,-13
How are you making out on the revised version of the LOC ?	revised	7	Past	0,1,6,-20,13,-18,15,-16,14,18,-17,-10,-3,-1
They 're currently on their honeymoon but shortly after returning will be moving from Buenos Aires to Miami , Florida .	moving	12	Pres	0,1,2,5,8,13,-15,-3
"Why have a "" minimum "" if it is going to be ignored ?"	ignored	12	Past	0,6,9,-8,-4
The plots of Shakespeare 's tragedies often hinge on such fatal errors or flaws , which overturn order and destroy the hero and those he loves .	destroy	19	Pres	0,1,3,13,-19,-12,-8
In some parts of the city , numbered streets intersect , so the distinction is important .	intersect	9	Pres	0,12,-12
The more radical Shiites , who generally follow the theocratic notions of Iran 's Ayatollah Ruhollah Khomeini , routinely chant and demonstrate against Israel .	follow	7	Pres	0,2,7,8,-19,-18,-17,-16,15,16,-1,-8,-7,-6,-5,-3,-2
There was minimal cheese and sauce and it completely lacked flavor .	lacked	9	Past	0,5,8,-18,-15,-2
i count like 14 explosive headlines .	count	1	Pres	0,5,8,9,11,15,16,19,-12,-9,-5,-2
Everyone knows you must be crazy to come of your own free will to one of these countries .	knows	1	Pres	0,4,-20,12,-16,19,-7,-1
It is heartening that the European Union recognises the problems and is willing to focus on them .	recognises	7	Pres	0,7,-20,-19,-16,-14,-13,-10,-2,-6,-5,-1
OVERALL DECENT BUT IF YOU ARE EXPECTING A RUTH CHRIS TYPE STEAK , THIS IS NOT IT .	EXPECTING	6	Pres	0,4,6,7,10,14,-16,-10,-7,-6,-2
It takes only one bite from a disease - carrying mosquito to transmit a debilitating or deadly infection – and mosquitoes breed and multiply with astonishing speed .	breed	21	Pres	0,4,9,10,12,13,-20,-17,18
We hypothesized that the children , who were over the age of six at the time of collection , would have adult-like SI interpretations .	hypothesized	1	Past	0,2,4,7,10,11,14,-17,-16,18,-10,-8,-7,-4
Shrugging , he gives up and I turn to the twice disagreeable chicken and eat guiltily , my appetite spoiled .	spoiled	19	Past	0,1,3,6,7,8,9,11,-19,-18,-17,-12,-1,-9,-7,-2
"It is interesting to observe that this nation is nicknamed "" the Devil 's Island "" ."	nicknamed	9	Past	0,13
Quinn suspected that Stillman 's red notebook contained answers to the questions that had been accumulating in his mind , and he began to plot various stratagems for stealing it from the old man .	accumulating	15	Pres	0,8,10,11,-18,14,-14,-11,-7
What saves us is efficiency – the devotion to efficiency .	saves	1	Pres	0,-14,-12,-17
We have no way to estimate how many times we 've served it overall , but we 're now pouring around ten a night .	pouring	19	Pres	0,2,9,18,-9
Missile batteries arrayed in those mountains could raise bloody havoc with any fleet deployed below .	deployed	13	Past	0,-12,5
Names of participants would be engraved , at their option , on a flag pole monument to be built in the nation 's capital , Wellington .	engraved	5	Past	0,9,12,14,-16,19
Mike Day is fleshing out the legal details of our presentation and he will forward that along for folks review later today .	fleshing	3	Pres	0,-5
Walls keeping water out of the bowl - shaped city have been breached , and emergency teams are using helicopters to drop 1,350 kg ( 3,000 lb ) sandbags and concrete barriers into the gaps .	breached	12	Past	0,4,-19,13,-17,16,17,-6,-4,-2
On 29 June , however , a cannon set fire to the thatch of the Globe and burned the theatre to the ground , an event which pinpoints the date of a Shakespeare play with rare precision .	pinpoints	27	Pres	0,-13,13,6
Based on how CRRA reacts , I would make an ultimate determination if the agreement needs to be attached to the LOI .	reacts	4	Pres	0,7,11,12,14,-17,-16,-15,-5
Example of aerated concrete , which provided a home for the subjects .	aerated	2	Past	0,2,4,5,9,10,-20,-19,-16,-14,-11,-7,-6,-3
Someone said , Watch out for the man from the CIA .	Watch	3	Pres	0,8,9,11,-18,14,16,17,19,-10,-9,-8,-3
Yo mama `s so fat , instead of Levis 501 jeans , she wears Levi`s 1002`s .	wears	13	Pres	0,2,5,8,10,11,12,13,-19,14,-16,-15,-12,-7,-3
Judging by the fact that Draco Malfoy usually had the best of everything , his family were rolling in wizard gold ; he could just see Malfoy strutting around a large manor house .	Judging	0	Pres	0,19
It originated from the Latin word ' sonus ' meaning sound , and ' sonny ' a slang used by Americans to refer to a bright youngster .	originated	1	Past	0,2,4,6,10,12,14,-18,16,-16,-12,-9,-4
It is accompanied by the further reflection ( partly proud , mostly bitter ) that we Jews seem to have a genius for finding the heart of the crisis .	finding	23	Pres	0,4,10,14,15,16,18,-13,19,-12,-9,-6,-5,-2
Here it is -- we printed this 2 - sided and laminated it .	laminated	11	Past	0,6,8,11,-19,-17,16,18,-14,-13,-1
For a growth - starved US economy , the transformation of its codependent partner could well be a fork in the road .	starved	4	Past	0,7,8,12,15,16,17,18,-11,-10,-8,-6,-4
I enjoyed your recent e-mail but was sorry to hear about your dad .	enjoyed	1	Past	0,-3,-1
"To promote one of the most trivial interests we have , thousands of animals are tormented for their whole lives . """	tormented	15	Past	0,1,12,-18,16,-13,19,-11,-10,-9,-8,-7,-1
If Access does n't find a RefLibPaths key , it searches for the referenced file in the locations listed below in the following order :	searches	10	Pres	0,1,3,5,7,9,14,-6,-5,-3,-2
Changing the ANSI SQL query mode for the current database after you 've created one or more queries .	Changing	0	Pres	0,3,6,11,14,-17,-16,19
( 28 ) In respect of training and information on ecodesign for SMEs , it may be appropriate to consider accompanying activities .	accompanying	20	Pres	0,5,6,9,12,-20,-18,16,19,-11,-10,-8,-6,-5
""" Someone emailed me earlier today talking about a tool a group ’s been using to attack the scientology website ."	emailed	2	Past	0,2,6,9,15,16,17,-6
Who knows how much they want me to pay to fix this thing .	knows	1	Pres	0,1,3,7,12,-19,-18,-17,-16,17,18,-15,-10,-7,-6,-2
They wandered here and there with their absurd long staves in their hands , like a lot of faithless pilgrims bewitched inside a rotten fence .	bewitched	20	Past	0,2,4,7,9,11,13,-19,-18,-15,18,17,-7,-6,-3,-2
"The committee voted to give NASA $ 16.4 billion in 2005 , about $ 200 million more than what the President requested and over $ 1 billion more than what House appropriators approved in July . """	voted	2	Past	0,2,4,-19,-18,17,-14,18,-10,-8,-7,-6,-5,-2
I can tell you we were pleasantly surprised -- BT has taste memory and each time back the food was consistently delicious -- same dishes -- were consistent .	surprised	7	Past	0,1,3,4,10,-19,14,15,18,-13,-14,-10,-5,-3,-2
My argument is it 's art and therefore should not be censored he 's making us censor it who 's right	censored	11	Past	0,-20,-16,-10,-8,-7,-1
The confidante and right - hand man of Dr. Ayman Zawahiri admitted that Zawahiri succeeded in obtaining anthrax and intended to use it against US targets .	succeeded	14	Past	0,13,-19,-17,16,-14,-12,-7
The Escola do Cérebro is a platform that integrates seven digital games into a database .	integrates	8	Pres	0,11,15,16,17,-14,-15,-12,-7,-2
When you copy an exterior line , the new line is located halfway between the line you copied and the nearest line parallel to the line you copied .	copied	27	Past	0,1,2,3,4,7,11,13,14,-18,-15,-14,19,-12,-11
The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .	happened	3	Past	-16,0
Significantly , the individual who isolated it nearly a quarter century ago ( now retired ) , upon being contacted , does not even report that he necessarily sent the only copy of the strain to Ft. Detrick .	isolated	5	Past	0,4,5,9,11,-20,-17,16,19,-12,-11,-1
If you carry out the Save As command after making changes to the object 's formatting , but before saving your changes , the current formatting – not the saved formatting – will be used to create the page .	saving	19	Pres	0,4,7,13,15,-9,-7,-5,-3
And , having only two days makes you realize what you have with your family .	makes	6	Pres	0,1,4,5,10,12,-19,14,-15,17,-12,-2,-9,-8,-7,-4,-1
You may not offer or impose any terms on the Work that alter or restrict the terms of this License or the recipients ' exercise of the rights granted .	alter	12	Pres	0,1,5,7,8,-20,-18,-16,16,-14,-13,-7,-3,-2
We all know that John Kerry served in Vietnam .	served	6	Past	0,4,5,6,7,8,11,-18,14,16,17,-9,-8,-2
If I love cats so much , why are n't I DOING something ???	DOING	11	Pres	0,1,7,13,18,19,-12,-5,-4,-2
Here stands the biggest shopping mall of the island .	stands	1	Pres	0,2,6,11,12,-15,-11,-4,-3,-1
Most versions in English are called The Chemical Wedding of Christian Rosencreutz , which suggests ( and most people who ’ve heard of it suppose ) that the wedding is Christian ’s .	suppose	24	Pres	0,-6,-19,-17
It 's the water pumped into the tanks for ballast and then pumped out again that pollutes the seas , says John .	pumped	12	Past	0,4,7,-16,-14,19,-9,-7,-6,-2
Here and there bits of ancient Maya stonework can be seen reused in Spanish Colonial era buildings in the old part of town .	reused	11	Past	0,11,-19,19,-11,-10,-8,-4
His one - day mission vaulted his communist homeland into the elite circle of spacefaring nations - Russia and the United States - that can launch and sustain humans in space .	vaulted	5	Past	0,10,12,-20
As with Christian Identity and other hate - related philosophies tied to the Aryan Nations and the neo-Nazi Creativity Movement , Jeffs has preached racism as well .	preached	23	Past	0,5,11,12,-20,15,-16,-13,-11,-7,-4,-3,-1
The Abramoff scandal threatens to subsume all the hard - fought GOP gains in Congress , and the 2006 midterms are less than a year away .	threatens	3	Pres	0,3,10,15,-6,-5
54 - Percentage of Americans who approved of the way Bush was handling his job as president on 30 September , 2003 .	handling	12	Pres	0,3,4,6,7,8,9,-19,-18,14,-16,17,-14,-10,-9,-7,-5,-2
The Commission accepts all of the contributions of the parliamentary committee and the rapporteur , Mr Koch , which are contained in the various amendments , specifically four .	accepts	2	Pres	0,5,7,-19,13,-15,19,-13,-7,-3,-2
Supermechanized , ultraefficient , they give the crew no time in foreign ports .	Supermechanized	0	Past	0,5,6,8,9,10,11,14,15,16,17,18,19,-9,-7,-3,-1
The only way for visitors to travel to the Chathams is via scheduled or chartered air service .	chartered	14	Past	0,2,6,-14,-2,-9,-1
Elsewhere you die and disintegrate .	disintegrate	4	Pres	0,-13,13
Only Caucasians had any political power , corporate presence or owned businesses except for Mom and Pop stores in some neighborhoods .	owned	10	Past	0,2,5,7,9,12,14,18,19,-12,-11,-8,-6,-5,-3
The Wolfson Foundation of London has paid for the planting of gardens , and Arab kids are kicking a soccer ball in the green bottom of the valley .	kicking	17	Pres	0,1,7,10,-20,-19,14,-10,-9,-2,-1
From 1594 , Shakespeare 's plays were performed by only the Lord Chamberlain 's Men , a company owned by a group of players , including Shakespeare , that soon became the leading playing company in London .	playing	33	Pres	0,6,9,10,-20,12,14,-17,16,-16,18,-19,17,-4
Then and there they would have plunged their knives into me could they have seen how to escape the consequences of the deed .	plunged	6	Past	0,-2
Periodic political rebalancing , sometimes peaceful , sometimes not , has ensured that the vast majority of people have benefited , albeit some far more than others .	ensured	11	Past	0,1,6,7,-20,12,14,-17,-19,-12,-9,-2
It should continue to be defanged .	defanged	5	Past	0,1,6,8,10,11,-19,14,-18,-10,-7
""" I am frankly revolted by the response of the Bush - Bashers ; "" Sorry chaps , but you did have it coming ... """	revolted	4	Past	0,4,12,-19,16,17,-13
The next day , two of Hathaway 's neighbours posted bonds guaranteeing that no lawful claims impeded the marriage .	impeded	16	Past	0,9,14,15,-17,18,-13,-7
is there anything similar with The Onion where they continually revisit a topic or person ?	revisit	10	Pres	0,6,7,8,-17,18,-11,-1,-6,-4,-2
The smell of fish oozed from the docks .	oozed	4	Past	0,10
This defeats the purpose of using a Tradename .	defeats	1	Pres	0,8,-18,15,18,-10,-3
President Bush loves him .	loves	2	Pres	0,10,11,14,-16,-7
Enclosed is a worksheet for Ineos Acrylics .	Enclosed	0	Past	0,1,3,4,6,13,-19,15,17,-15,19,-11,-4,-3
I was about to give up when I met Jason and Neal .	met	8	Past	0,2,4,7,8,9,13,-17,-14,-1,-6,-5,-4,-3,-2
I look at some of these other comments & laugh because people think that the world revolves around them !	revolves	16	Pres	0,3,4,7,13,-15,-12,-6,-1
"I assume this is akin to why McDonald 's trademarks "" Mc "" Everything ?"	trademarks	9	Pres	0,18,19,-10,-5
Flames glided in the river , small green flames , red flames , white flames , pursuing , overtaking , joining , crossing each other – then separating slowly or hastily .	overtaking	18	Pres	0,3,-4
I ended up paying much more .	ended	1	Past	0,5,8,10,13,14,-17,-15,-14,-12,-10,-9,-3
Sending the family servant to stop Harry from going back to Hogwarts also sounded exactly like the sort of thing Malfoy would do .	Sending	0	Pres	0,4,7,9,12,-19,-20,-15,18,-11,-9,-7,-5,-4,-2
A ROMANCE IN EIGHT DAYS by JOHANN VALENTIN ANDREAE in a new version by JOHN CROWLEY illustrated by THEO FADEL	illustrated	16	Past	0,1,5,6,11,12,13,15,17,18,19,-18,-17,-14,-13,-11,-10,-4,-2
Looked at studies , treatment options and such .	Looked	0	Past	0,5,6,8,12,-17,-1
One Rohingya , Muhammad Amin , the first boat rescued on Friday was turned around twice , toward Malaysia by Indonesian navy and then toward Indonesia by Malaysian navy .	rescued	9	Past	8,0,-12,-17
Visualize the inside of your body bathed in the golden light , absorbing every ray and glowing as radiantly as the sun .	bathed	6	Past	0,2,3,5,12,-17,16,-15,17,18,-10,-8,-7,-5,-4,-3
He 's dropping we	dropping	2	Pres	0,11,-18,18,-11
DPA : Iraqi authorities announced that they had busted up 3 terrorist cells operating in Baghdad .	busted	8	Past	0,2,8,9,17
Madam President , can you tell me why this Parliament does not adhere to the health and safety legislation that it actually passes ?	passes	22	Pres	0,5,7,12,-16,-14,18,-8,-7,-5,-3,-1
Restored my faith in Mechaincs .	Restored	0	Past	0,3,4,7,8,9,10,11,-20,-19,-17,15,18,-7,-6
Occasionally , after poring over an object in this way , Stillman would toss it back onto the sidewalk . But more often than not he would open his bag and lay the object gently inside it .	poring	3	Pres	0,3,5,10,14,-17,-14,-13,-8,-6,-3,-1
Little did I know that I would soon be needing her help as well !	needing	9	Pres	0,-7
Expressions that refer to form or subform properties are ignored .	ignored	9	Past	0,3,5,6,10,-20,14,15,-16,-15,18,-17,16,-2
Also , Beardies often do not eat food that is not moving , so it s anyone 's guess whether or not he 'll touch the freeze - dried crickets or the processed food .	processed	32	Past	0,1,4,9,-18,14,16,17,15,-12,-7,-6,-3
Either way rec. and dom. white genes dilute the black gene .	dilute	7	Pres	0,5,7,8,12,-19,14,-14,18,-12,-10,-8,-2
Also when I talk mathematics I notice the language is very important in mathematics and I actually notice that many times people fail in mathematics because they do n't know how to write a composition .	fail	22	Pres	0,1,2,-18,17,18,-13,-12,-8,-5,-4
Nato and US officials have already voiced fears that Bosnian arms - sold by US , British and Swiss firms - are being passed to insurgents .	voiced	6	Past	0,18,-4,4
We could hear every single thing that happened outside like it was inside our room .	happened	7	Past	0,2,4,8,-18,15,17,-15,-13,18,-6
This article outlines how to plant and harvest basil .	outlines	2	Pres	0,8,-11,-10,-7,-6
The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack , former and current intelligence officials say ...	bypassing	3	Pres	0,9,-20,14,-18,-16,16,-13,19,-11,-1,-2
Fantastic food served without pretense , very reasonably priced wine selections .	priced	8	Past	0,10,11,15,16,-17,-4
Instead they are encouraging everyone to come forward if they see any potential problems ( as it is clear that overlooked problems could result in unnecessary losses ) .	overlooked	20	Past	0,3,4,6,8,9,12,-20,16,-15,17,-8,-4,-2
Investigators said the nun , Margaret Ann Pahl , 71 , was strangled and then stabbed , with nine wounds on her chest forming the shape of an inverted cross , a well - recognized Satanic symbol .	inverted	28	Past	0,2,6,10,-20,-19,14,15,-16,17,-18,-9
The stampede began when luggage from a bus tripped pilgrims at the eastern end of the wall , causing a bottleneck .	tripped	8	Past	0,11,-17,17,-10,-9,-6
Surgery visit timings were always made to suit me and not them and they gave me the feeling that I mattered and was important to them .	mattered	20	Past	0,4,7,11,13,-19,14,-17,-15,16,-14,-7,-6,-5,-4,-3
Nevertheless , most European countries still trade with Iran , try to appease it and refuse to read the clear signals .	refuse	15	Pres	0,1,3,6,7,-20,-18,14,-17,-15,-14,-13,-1,-6,-3,-2
Every time we go they seem to have a different ingredient or two which keeps things interesting .	keeps	14	Pres	0,7,10,11,12,14,15,-16,-15,18,-13,-11
This was after I brought the car !!!! !	brought	4	Past	0,10,-13,-11,-8,-7,-1
1572 Ruy Lopez defeats several eminent players in Rome .	defeats	3	Pres	0,-14,-9
The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century , which was an unprecedented growth on a worldwide scale .	soared	4	Past	0,2,6,8,10,-20,15,-7,-6,-2
"You do have to give NASA credit on some things as they have eliminated the "" fear of reporting failure "" culture that probably led to the lack of reporting defects on the Columbia shuttle ."	eliminated	13	Past	0,2,5,-16,-15,18,-7,-5,-2
Many of these Sheikhs have been disenfranchised and abused over the last two years .	abused	8	Past	0,2,4,5,7,8,-20,-18,17,18,19,-9,-7,-5
Sandi sez it 's actually happening at 10 AM and it 's renewable - focused .	sez	1	Pres	0,1,5,7,11,13,-18,-14,-12,-8,-7,-6
The Herodian relics are all that relics should be columns distorted , well worked over by time , Absalom 's tomb with its bulbous roof and odd funnel tapering out of it .	distorted	10	Past	0,2,4,7,8,9,12,-19,13,-17,14,-15,-16,-13,-10,-7
